t,type,op,id,kind,source,target,layer,weight,label
762,NODE,add,"px:0,0:11,8",pixel,,,,0.06928104575163399,"13,19,21"
763,EDGE,add,"nx:0,0:10,8",,"px:0,0:10,8","px:0,0:11,8",next-x,1,
764,EDGE,add,"ny:0,0:11,7",,"px:0,0:11,7","px:0,0:11,8",next-y,1,
765,NODE,add,"px:0,0:12,8",pixel,,,,0.10588235294117647,"13,36,32"
766,EDGE,add,"nx:0,0:11,8",,"px:0,0:11,8","px:0,0:12,8",next-x,1,
767,EDGE,add,"ny:0,0:12,7",,"px:0,0:12,7","px:0,0:12,8",next-y,1,
768,NODE,add,"px:0,0:13,8",pixel,,,,0.05359477124183006,"12,12,17"
769,EDGE,add,"nx:0,0:12,8",,"px:0,0:12,8","px:0,0:13,8",next-x,1,
770,EDGE,add,"ny:0,0:13,7",,"px:0,0:13,7","px:0,0:13,8",next-y,1,
771,NODE,add,"px:0,0:14,8",pixel,,,,0.05359477124183006,"12,12,17"
772,EDGE,add,"nx:0,0:13,8",,"px:0,0:13,8","px:0,0:14,8",next-x,1,
773,EDGE,add,"ny:0,0:14,7",,"px:0,0:14,7","px:0,0:14,8",next-y,1,
774,NODE,add,"px:0,0:15,8",pixel,,,,0.05359477124183006,"12,12,17"
775,EDGE,add,"nx:0,0:14,8",,"px:0,0:14,8","px:0,0:15,8",next-x,1,
776,EDGE,add,"ny:0,0:15,7",,"px:0,0:15,7","px:0,0:15,8",next-y,1,
777,NODE,add,"px:0,0:16,8",pixel,,,,0.05359477124183006,"12,12,17"
778,EDGE,add,"nx:0,0:15,8",,"px:0,0:15,8","px:0,0:16,8",next-x,1,
779,EDGE,add,"ny:0,0:16,7",,"px:0,0:16,7","px:0,0:16,8",next-y,1,
780,NODE,add,"px:0,0:17,8",pixel,,,,0.05359477124183006,"12,12,17"
781,EDGE,add,"nx:0,0:16,8",,"px:0,0:16,8","px:0,0:17,8",next-x,1,
782,EDGE,add,"ny:0,0:17,7",,"px:0,0:17,7","px:0,0:17,8",next-y,1,
783,NODE,add,"px:0,0:18,8",pixel,,,,0.05359477124183006,"12,12,17"
784,EDGE,add,"nx:0,0:17,8",,"px:0,0:17,8","px:0,0:18,8",next-x,1,
785,EDGE,add,"ny:0,0:18,7",,"px:0,0:18,7","px:0,0:18,8",next-y,1,
786,NODE,add,"px:0,0:19,8",pixel,,,,0.05359477124183006,"12,12,17"
787,EDGE,add,"nx:0,0:18,8",,"px:0,0:18,8","px:0,0:19,8",next-x,1,
788,EDGE,add,"ny:0,0:19,7",,"px:0,0:19,7","px:0,0:19,8",next-y,1,
789,NODE,add,"px:0,0:20,8",pixel,,,,0.05359477124183006,"12,12,17"
790,EDGE,add,"nx:0,0:19,8",,"px:0,0:19,8","px:0,0:20,8",next-x,1,
791,EDGE,add,"ny:0,0:20,7",,"px:0,0:20,7","px:0,0:20,8",next-y,1,
792,NODE,add,"px:0,0:21,8",pixel,,,,0.05359477124183006,"12,12,17"
793,EDGE,add,"nx:0,0:20,8",,"px:0,0:20,8","px:0,0:21,8",next-x,1,
794,EDGE,add,"ny:0,0:21,7",,"px:0,0:21,7","px:0,0:21,8",next-y,1,
795,NODE,add,"px:0,0:22,8",pixel,,,,0.05359477124183006,"12,12,17"
796,EDGE,add,"nx:0,0:21,8",,"px:0,0:21,8","px:0,0:22,8",next-x,1,
797,EDGE,add,"ny:0,0:22,7",,"px:0,0:22,7","px:0,0:22,8",next-y,1,
798,NODE,add,"px:0,0:23,8",pixel,,,,0.05359477124183006,"12,12,17"
799,EDGE,add,"nx:0,0:22,8",,"px:0,0:22,8","px:0,0:23,8",next-x,1,
800,EDGE,add,"ny:0,0:23,7",,"px:0,0:23,7","px:0,0:23,8",next-y,1,
801,NODE,add,"px:0,0:24,8",pixel,,,,0.05359477124183006,"12,12,17"
802,EDGE,add,"nx:0,0:23,8",,"px:0,0:23,8","px:0,0:24,8",next-x,1,
803,EDGE,add,"ny:0,0:24,7",,"px:0,0:24,7","px:0,0:24,8",next-y,1,
804,NODE,add,"px:0,0:25,8",pixel,,,,0.05359477124183006,"12,12,17"
805,EDGE,add,"nx:0,0:24,8",,"px:0,0:24,8","px:0,0:25,8",next-x,1,
806,EDGE,add,"ny:0,0:25,7",,"px:0,0:25,7","px:0,0:25,8",next-y,1,
807,NODE,add,"px:0,0:26,8",pixel,,,,0.05359477124183006,"12,12,17"
808,EDGE,add,"nx:0,0:25,8",,"px:0,0:25,8","px:0,0:26,8",next-x,1,
809,EDGE,add,"ny:0,0:26,7",,"px:0,0:26,7","px:0,0:26,8",next-y,1,
810,NODE,add,"px:0,0:27,8",pixel,,,,0.05359477124183006,"12,12,17"
811,EDGE,add,"nx:0,0:26,8",,"px:0,0:26,8","px:0,0:27,8",next-x,1,
812,EDGE,add,"ny:0,0:27,7",,"px:0,0:27,7","px:0,0:27,8",next-y,1,
813,NODE,add,"px:0,0:28,8",pixel,,,,0.05359477124183006,"12,12,17"
814,EDGE,add,"nx:0,0:27,8",,"px:0,0:27,8","px:0,0:28,8",next-x,1,
815,EDGE,add,"ny:0,0:28,7",,"px:0,0:28,7","px:0,0:28,8",next-y,1,
816,NODE,add,"px:0,0:29,8",pixel,,,,0.05359477124183006,"12,12,17"
817,EDGE,add,"nx:0,0:28,8",,"px:0,0:28,8","px:0,0:29,8",next-x,1,
818,EDGE,add,"ny:0,0:29,7",,"px:0,0:29,7","px:0,0:29,8",next-y,1,
819,NODE,add,"px:0,0:30,8",pixel,,,,0.05359477124183006,"12,12,17"
820,EDGE,add,"nx:0,0:29,8",,"px:0,0:29,8","px:0,0:30,8",next-x,1,
821,EDGE,add,"ny:0,0:30,7",,"px:0,0:30,7","px:0,0:30,8",next-y,1,
822,NODE,add,"px:0,0:31,8",pixel,,,,0.05359477124183006,"12,12,17"
823,EDGE,add,"nx:0,0:30,8",,"px:0,0:30,8","px:0,0:31,8",next-x,1,
824,EDGE,add,"ny:0,0:31,7",,"px:0,0:31,7","px:0,0:31,8",next-y,1,
825,NODE,add,"px:0,0:0,9",pixel,,,,0.05359477124183006,"12,12,17"
826,EDGE,add,"ny:0,0:0,8",,"px:0,0:0,8","px:0,0:0,9",next-y,1,
827,NODE,add,"px:0,0:1,9",pixel,,,,0.05359477124183006,"12,12,17"
828,EDGE,add,"nx:0,0:0,9",,"px:0,0:0,9","px:0,0:1,9",next-x,1,
829,EDGE,add,"ny:0,0:1,8",,"px:0,0:1,8","px:0,0:1,9",next-y,1,
830,NODE,add,"px:0,0:2,9",pixel,,,,0.05359477124183006,"12,12,17"
831,EDGE,add,"nx:0,0:1,9",,"px:0,0:1,9","px:0,0:2,9",next-x,1,
832,EDGE,add,"ny:0,0:2,8",,"px:0,0:2,8","px:0,0:2,9",next-y,1,
833,NODE,add,"px:0,0:3,9",pixel,,,,0.05359477124183006,"12,12,17"
834,EDGE,add,"nx:0,0:2,9",,"px:0,0:2,9","px:0,0:3,9",next-x,1,
835,EDGE,add,"ny:0,0:3,8",,"px:0,0:3,8","px:0,0:3,9",next-y,1,
836,NODE,add,"px:0,0:4,9",pixel,,,,0.05359477124183006,"12,12,17"
837,EDGE,add,"nx:0,0:3,9",,"px:0,0:3,9","px:0,0:4,9",next-x,1,
838,EDGE,add,"ny:0,0:4,8",,"px:0,0:4,8","px:0,0:4,9",next-y,1,
839,NODE,add,"px:0,0:5,9",pixel,,,,0.05359477124183006,"12,12,17"
840,EDGE,add,"nx:0,0:4,9",,"px:0,0:4,9","px:0,0:5,9",next-x,1,
841,EDGE,add,"ny:0,0:5,8",,"px:0,0:5,8","px:0,0:5,9",next-y,1,
842,NODE,add,"px:0,0:6,9",pixel,,,,0.05359477124183006,"12,12,17"
843,EDGE,add,"nx:0,0:5,9",,"px:0,0:5,9","px:0,0:6,9",next-x,1,
844,EDGE,add,"ny:0,0:6,8",,"px:0,0:6,8","px:0,0:6,9",next-y,1,
845,NODE,add,"px:0,0:7,9",pixel,,,,0.05359477124183006,"12,12,17"
846,EDGE,add,"nx:0,0:6,9",,"px:0,0:6,9","px:0,0:7,9",next-x,1,
847,EDGE,add,"ny:0,0:7,8",,"px:0,0:7,8","px:0,0:7,9",next-y,1,
848,NODE,add,"px:0,0:8,9",pixel,,,,0.10588235294117647,"13,36,32"
849,EDGE,add,"nx:0,0:7,9",,"px:0,0:7,9","px:0,0:8,9",next-x,1,
850,EDGE,add,"ny:0,0:8,8",,"px:0,0:8,8","px:0,0:8,9",next-y,1,
851,NODE,add,"px:0,0:9,9",pixel,,,,0.06928104575163399,"13,19,21"
852,EDGE,add,"nx:0,0:8,9",,"px:0,0:8,9","px:0,0:9,9",next-x,1,
853,EDGE,add,"ny:0,0:9,8",,"px:0,0:9,8","px:0,0:9,9",next-y,1,
854,NODE,add,"px:0,0:10,9",pixel,,,,0.06928104575163399,"13,19,21"
855,EDGE,add,"nx:0,0:9,9",,"px:0,0:9,9","px:0,0:10,9",next-x,1,
856,EDGE,add,"ny:0,0:10,8",,"px:0,0:10,8","px:0,0:10,9",next-y,1,
857,NODE,add,"px:0,0:11,9",pixel,,,,0.06928104575163399,"13,19,21"
858,EDGE,add,"nx:0,0:10,9",,"px:0,0:10,9","px:0,0:11,9",next-x,1,
859,EDGE,add,"ny:0,0:11,8",,"px:0,0:11,8","px:0,0:11,9",next-y,1,
860,NODE,add,"px:0,0:12,9",pixel,,,,0.06928104575163399,"13,19,21"
861,EDGE,add,"nx:0,0:11,9",,"px:0,0:11,9","px:0,0:12,9",next-x,1,
862,EDGE,add,"ny:0,0:12,8",,"px:0,0:12,8","px:0,0:12,9",next-y,1,
863,NODE,add,"px:0,0:13,9",pixel,,,,0.10588235294117647,"13,36,32"
864,EDGE,add,"nx:0,0:12,9",,"px:0,0:12,9","px:0,0:13,9",next-x,1,
865,EDGE,add,"ny:0,0:13,8",,"px:0,0:13,8","px:0,0:13,9",next-y,1,
866,NODE,add,"px:0,0:14,9",pixel,,,,0.05359477124183006,"12,12,17"
867,EDGE,add,"nx:0,0:13,9",,"px:0,0:13,9","px:0,0:14,9",next-x,1,
868,EDGE,add,"ny:0,0:14,8",,"px:0,0:14,8","px:0,0:14,9",next-y,1,
869,NODE,add,"px:0,0:15,9",pixel,,,,0.05359477124183006,"12,12,17"
870,EDGE,add,"nx:0,0:14,9",,"px:0,0:14,9","px:0,0:15,9",next-x,1,
871,EDGE,add,"ny:0,0:15,8",,"px:0,0:15,8","px:0,0:15,9",next-y,1,
872,NODE,add,"px:0,0:16,9",pixel,,,,0.05359477124183006,"12,12,17"
873,EDGE,add,"nx:0,0:15,9",,"px:0,0:15,9","px:0,0:16,9",next-x,1,
874,EDGE,add,"ny:0,0:16,8",,"px:0,0:16,8","px:0,0:16,9",next-y,1,
875,NODE,add,"px:0,0:17,9",pixel,,,,0.05359477124183006,"12,12,17"
876,EDGE,add,"nx:0,0:16,9",,"px:0,0:16,9","px:0,0:17,9",next-x,1,
877,EDGE,add,"ny:0,0:17,8",,"px:0,0:17,8","px:0,0:17,9",next-y,1,
878,NODE,add,"px:0,0:18,9",pixel,,,,0.05359477124183006,"12,12,17"
879,EDGE,add,"nx:0,0:17,9",,"px:0,0:17,9","px:0,0:18,9",next-x,1,
880,EDGE,add,"ny:0,0:18,8",,"px:0,0:18,8","px:0,0:18,9",next-y,1,
881,NODE,add,"px:0,0:19,9",pixel,,,,0.05359477124183006,"12,12,17"
882,EDGE,add,"nx:0,0:18,9",,"px:0,0:18,9","px:0,0:19,9",next-x,1,
883,EDGE,add,"ny:0,0:19,8",,"px:0,0:19,8","px:0,0:19,9",next-y,1,
884,NODE,add,"px:0,0:20,9",pixel,,,,0.05359477124183006,"12,12,17"
885,EDGE,add,"nx:0,0:19,9",,"px:0,0:19,9","px:0,0:20,9",next-x,1,
886,EDGE,add,"ny:0,0:20,8",,"px:0,0:20,8","px:0,0:20,9",next-y,1,
887,NODE,add,"px:0,0:21,9",pixel,,,,0.05359477124183006,"12,12,17"
888,EDGE,add,"nx:0,0:20,9",,"px:0,0:20,9","px:0,0:21,9",next-x,1,
889,EDGE,add,"ny:0,0:21,8",,"px:0,0:21,8","px:0,0:21,9",next-y,1,
890,NODE,add,"px:0,0:22,9",pixel,,,,0.05359477124183006,"12,12,17"
891,EDGE,add,"nx:0,0:21,9",,"px:0,0:21,9","px:0,0:22,9",next-x,1,
892,EDGE,add,"ny:0,0:22,8",,"px:0,0:22,8","px:0,0:22,9",next-y,1,
893,NODE,add,"px:0,0:23,9",pixel,,,,0.05359477124183006,"12,12,17"
894,EDGE,add,"nx:0,0:22,9",,"px:0,0:22,9","px:0,0:23,9",next-x,1,
895,EDGE,add,"ny:0,0:23,8",,"px:0,0:23,8","px:0,0:23,9",next-y,1,
896,NODE,add,"px:0,0:24,9",pixel,,,,0.05359477124183006,"12,12,17"
897,EDGE,add,"nx:0,0:23,9",,"px:0,0:23,9","px:0,0:24,9",next-x,1,
898,EDGE,add,"ny:0,0:24,8",,"px:0,0:24,8","px:0,0:24,9",next-y,1,
899,NODE,add,"px:0,0:25,9",pixel,,,,0.05359477124183006,"12,12,17"
900,EDGE,add,"nx:0,0:24,9",,"px:0,0:24,9","px:0,0:25,9",next-x,1,
901,EDGE,add,"ny:0,0:25,8",,"px:0,0:25,8","px:0,0:25,9",next-y,1,
902,NODE,add,"px:0,0:26,9",pixel,,,,0.05359477124183006,"12,12,17"
903,EDGE,add,"nx:0,0:25,9",,"px:0,0:25,9","px:0,0:26,9",next-x,1,
904,EDGE,add,"ny:0,0:26,8",,"px:0,0:26,8","px:0,0:26,9",next-y,1,
905,NODE,add,"px:0,0:27,9",pixel,,,,0.05359477124183006,"12,12,17"
906,EDGE,add,"nx:0,0:26,9",,"px:0,0:26,9","px:0,0:27,9",next-x,1,
907,EDGE,add,"ny:0,0:27,8",,"px:0,0:27,8","px:0,0:27,9",next-y,1,
908,NODE,add,"px:0,0:28,9",pixel,,,,0.05359477124183006,"12,12,17"
909,EDGE,add,"nx:0,0:27,9",,"px:0,0:27,9","px:0,0:28,9",next-x,1,
910,EDGE,add,"ny:0,0:28,8",,"px:0,0:28,8","px:0,0:28,9",next-y,1,
911,NODE,add,"px:0,0:29,9",pixel,,,,0.05359477124183006,"12,12,17"
912,EDGE,add,"nx:0,0:28,9",,"px:0,0:28,9","px:0,0:29,9",next-x,1,
913,EDGE,add,"ny:0,0:29,8",,"px:0,0:29,8","px:0,0:29,9",next-y,1,
914,NODE,add,"px:0,0:30,9",pixel,,,,0.05359477124183006,"12,12,17"
915,EDGE,add,"nx:0,0:29,9",,"px:0,0:29,9","px:0,0:30,9",next-x,1,
916,EDGE,add,"ny:0,0:30,8",,"px:0,0:30,8","px:0,0:30,9",next-y,1,
917,NODE,add,"px:0,0:31,9",pixel,,,,0.05359477124183006,"12,12,17"
918,EDGE,add,"nx:0,0:30,9",,"px:0,0:30,9","px:0,0:31,9",next-x,1,
919,EDGE,add,"ny:0,0:31,8",,"px:0,0:31,8","px:0,0:31,9",next-y,1,
920,NODE,add,"px:0,0:0,10",pixel,,,,0.05359477124183006,"12,12,17"
921,EDGE,add,"ny:0,0:0,9",,"px:0,0:0,9","px:0,0:0,10",next-y,1,
922,NODE,add,"px:0,0:1,10",pixel,,,,0.05359477124183006,"12,12,17"
923,EDGE,add,"nx:0,0:0,10",,"px:0,0:0,10","px:0,0:1,10",next-x,1,
924,EDGE,add,"ny:0,0:1,9",,"px:0,0:1,9","px:0,0:1,10",next-y,1,
925,NODE,add,"px:0,0:2,10",pixel,,,,0.05359477124183006,"12,12,17"
926,EDGE,add,"nx:0,0:1,10",,"px:0,0:1,10","px:0,0:2,10",next-x,1,
927,EDGE,add,"ny:0,0:2,9",,"px:0,0:2,9","px:0,0:2,10",next-y,1,
928,NODE,add,"px:0,0:3,10",pixel,,,,0.05359477124183006,"12,12,17"
929,EDGE,add,"nx:0,0:2,10",,"px:0,0:2,10","px:0,0:3,10",next-x,1,
930,EDGE,add,"ny:0,0:3,9",,"px:0,0:3,9","px:0,0:3,10",next-y,1,
931,NODE,add,"px:0,0:4,10",pixel,,,,0.05359477124183006,"12,12,17"
932,EDGE,add,"nx:0,0:3,10",,"px:0,0:3,10","px:0,0:4,10",next-x,1,
933,EDGE,add,"ny:0,0:4,9",,"px:0,0:4,9","px:0,0:4,10",next-y,1,
934,NODE,add,"px:0,0:5,10",pixel,,,,0.05359477124183006,"12,12,17"
935,EDGE,add,"nx:0,0:4,10",,"px:0,0:4,10","px:0,0:5,10",next-x,1,
936,EDGE,add,"ny:0,0:5,9",,"px:0,0:5,9","px:0,0:5,10",next-y,1,
937,NODE,add,"px:0,0:6,10",pixel,,,,0.05359477124183006,"12,12,17"
938,EDGE,add,"nx:0,0:5,10",,"px:0,0:5,10","px:0,0:6,10",next-x,1,
939,EDGE,add,"ny:0,0:6,9",,"px:0,0:6,9","px:0,0:6,10",next-y,1,
940,NODE,add,"px:0,0:7,10",pixel,,,,0.05359477124183006,"12,12,17"
941,EDGE,add,"nx:0,0:6,10",,"px:0,0:6,10","px:0,0:7,10",next-x,1,
942,EDGE,add,"ny:0,0:7,9",,"px:0,0:7,9","px:0,0:7,10",next-y,1,
943,NODE,add,"px:0,0:8,10",pixel,,,,0.10588235294117647,"13,36,32"
944,EDGE,add,"nx:0,0:7,10",,"px:0,0:7,10","px:0,0:8,10",next-x,1,
945,EDGE,add,"ny:0,0:8,9",,"px:0,0:8,9","px:0,0:8,10",next-y,1,
946,NODE,add,"px:0,0:9,10",pixel,,,,0.06928104575163399,"13,19,21"
947,EDGE,add,"nx:0,0:8,10",,"px:0,0:8,10","px:0,0:9,10",next-x,1,
948,EDGE,add,"ny:0,0:9,9",,"px:0,0:9,9","px:0,0:9,10",next-y,1,
949,NODE,add,"px:0,0:10,10",pixel,,,,0.06928104575163399,"13,19,21"
950,EDGE,add,"nx:0,0:9,10",,"px:0,0:9,10","px:0,0:10,10",next-x,1,
951,EDGE,add,"ny:0,0:10,9",,"px:0,0:10,9","px:0,0:10,10",next-y,1,
952,NODE,add,"px:0,0:11,10",pixel,,,,0.3568627450980392,"91,91,91"
953,EDGE,add,"nx:0,0:10,10",,"px:0,0:10,10","px:0,0:11,10",next-x,1,
954,EDGE,add,"ny:0,0:11,9",,"px:0,0:11,9","px:0,0:11,10",next-y,1,
955,NODE,add,"px:0,0:12,10",pixel,,,,0.06928104575163399,"13,19,21"
956,EDGE,add,"nx:0,0:11,10",,"px:0,0:11,10","px:0,0:12,10",next-x,1,
957,EDGE,add,"ny:0,0:12,9",,"px:0,0:12,9","px:0,0:12,10",next-y,1,
958,NODE,add,"px:0,0:13,10",pixel,,,,0.06928104575163399,"13,19,21"
959,EDGE,add,"nx:0,0:12,10",,"px:0,0:12,10","px:0,0:13,10",next-x,1,
960,EDGE,add,"ny:0,0:13,9",,"px:0,0:13,9","px:0,0:13,10",next-y,1,
961,NODE,add,"px:0,0:14,10",pixel,,,,0.10588235294117647,"13,36,32"
962,EDGE,add,"nx:0,0:13,10",,"px:0,0:13,10","px:0,0:14,10",next-x,1,
963,EDGE,add,"ny:0,0:14,9",,"px:0,0:14,9","px:0,0:14,10",next-y,1,
964,NODE,add,"px:0,0:15,10",pixel,,,,0.05359477124183006,"12,12,17"
965,EDGE,add,"nx:0,0:14,10",,"px:0,0:14,10","px:0,0:15,10",next-x,1,
966,EDGE,add,"ny:0,0:15,9",,"px:0,0:15,9","px:0,0:15,10",next-y,1,
967,NODE,add,"px:0,0:16,10",pixel,,,,0.05359477124183006,"12,12,17"
968,EDGE,add,"nx:0,0:15,10",,"px:0,0:15,10","px:0,0:16,10",next-x,1,
969,EDGE,add,"ny:0,0:16,9",,"px:0,0:16,9","px:0,0:16,10",next-y,1,
970,NODE,add,"px:0,0:17,10",pixel,,,,0.05359477124183006,"12,12,17"
971,EDGE,add,"nx:0,0:16,10",,"px:0,0:16,10","px:0,0:17,10",next-x,1,
972,EDGE,add,"ny:0,0:17,9",,"px:0,0:17,9","px:0,0:17,10",next-y,1,
973,NODE,add,"px:0,0:18,10",pixel,,,,0.05359477124183006,"12,12,17"
974,EDGE,add,"nx:0,0:17,10",,"px:0,0:17,10","px:0,0:18,10",next-x,1,
975,EDGE,add,"ny:0,0:18,9",,"px:0,0:18,9","px:0,0:18,10",next-y,1,
976,NODE,add,"px:0,0:19,10",pixel,,,,0.05359477124183006,"12,12,17"
977,EDGE,add,"nx:0,0:18,10",,"px:0,0:18,10","px:0,0:19,10",next-x,1,
978,EDGE,add,"ny:0,0:19,9",,"px:0,0:19,9","px:0,0:19,10",next-y,1,
979,NODE,add,"px:0,0:20,10",pixel,,,,0.05359477124183006,"12,12,17"
980,EDGE,add,"nx:0,0:19,10",,"px:0,0:19,10","px:0,0:20,10",next-x,1,
981,EDGE,add,"ny:0,0:20,9",,"px:0,0:20,9","px:0,0:20,10",next-y,1,
982,NODE,add,"px:0,0:21,10",pixel,,,,0.05359477124183006,"12,12,17"
983,EDGE,add,"nx:0,0:20,10",,"px:0,0:20,10","px:0,0:21,10",next-x,1,
984,EDGE,add,"ny:0,0:21,9",,"px:0,0:21,9","px:0,0:21,10",next-y,1,
985,NODE,add,"px:0,0:22,10",pixel,,,,0.05359477124183006,"12,12,17"
986,EDGE,add,"nx:0,0:21,10",,"px:0,0:21,10","px:0,0:22,10",next-x,1,
987,EDGE,add,"ny:0,0:22,9",,"px:0,0:22,9","px:0,0:22,10",next-y,1,
988,NODE,add,"px:0,0:23,10",pixel,,,,0.05359477124183006,"12,12,17"
989,EDGE,add,"nx:0,0:22,10",,"px:0,0:22,10","px:0,0:23,10",next-x,1,
990,EDGE,add,"ny:0,0:23,9",,"px:0,0:23,9","px:0,0:23,10",next-y,1,
991,NODE,add,"px:0,0:24,10",pixel,,,,0.05359477124183006,"12,12,17"
992,EDGE,add,"nx:0,0:23,10",,"px:0,0:23,10","px:0,0:24,10",next-x,1,
993,EDGE,add,"ny:0,0:24,9",,"px:0,0:24,9","px:0,0:24,10",next-y,1,
994,NODE,add,"px:0,0:25,10",pixel,,,,0.05359477124183006,"12,12,17"
995,EDGE,add,"nx:0,0:24,10",,"px:0,0:24,10","px:0,0:25,10",next-x,1,
996,EDGE,add,"ny:0,0:25,9",,"px:0,0:25,9","px:0,0:25,10",next-y,1,
997,NODE,add,"px:0,0:26,10",pixel,,,,0.05359477124183006,"12,12,17"
998,EDGE,add,"nx:0,0:25,10",,"px:0,0:25,10","px:0,0:26,10",next-x,1,
999,EDGE,add,"ny:0,0:26,9",,"px:0,0:26,9","px:0,0:26,10",next-y,1,
1000,NODE,add,"px:0,0:27,10",pixel,,,,0.05359477124183006,"12,12,17"
1001,EDGE,add,"nx:0,0:26,10",,"px:0,0:26,10","px:0,0:27,10",next-x,1,
1002,EDGE,add,"ny:0,0:27,9",,"px:0,0:27,9","px:0,0:27,10",next-y,1,
1003,NODE,add,"px:0,0:28,10",pixel,,,,0.05359477124183006,"12,12,17"
1004,EDGE,add,"nx:0,0:27,10",,"px:0,0:27,10","px:0,0:28,10",next-x,1,
1005,EDGE,add,"ny:0,0:28,9",,"px:0,0:28,9","px:0,0:28,10",next-y,1,
1006,NODE,add,"px:0,0:29,10",pixel,,,,0.05359477124183006,"12,12,17"
1007,EDGE,add,"nx:0,0:28,10",,"px:0,0:28,10","px:0,0:29,10",next-x,1,
1008,EDGE,add,"ny:0,0:29,9",,"px:0,0:29,9","px:0,0:29,10",next-y,1,
1009,NODE,add,"px:0,0:30,10",pixel,,,,0.05359477124183006,"12,12,17"
1010,EDGE,add,"nx:0,0:29,10",,"px:0,0:29,10","px:0,0:30,10",next-x,1,
1011,EDGE,add,"ny:0,0:30,9",,"px:0,0:30,9","px:0,0:30,10",next-y,1,
1012,NODE,add,"px:0,0:31,10",pixel,,,,0.05359477124183006,"12,12,17"
1013,EDGE,add,"nx:0,0:30,10",,"px:0,0:30,10","px:0,0:31,10",next-x,1,
1014,EDGE,add,"ny:0,0:31,9",,"px:0,0:31,9","px:0,0:31,10",next-y,1,
1015,NODE,add,"px:0,0:0,11",pixel,,,,0.05359477124183006,"12,12,17"
1016,EDGE,add,"ny:0,0:0,10",,"px:0,0:0,10","px:0,0:0,11",next-y,1,
1017,NODE,add,"px:0,0:1,11",pixel,,,,0.05359477124183006,"12,12,17"
1018,EDGE,add,"nx:0,0:0,11",,"px:0,0:0,11","px:0,0:1,11",next-x,1,
1019,EDGE,add,"ny:0,0:1,10",,"px:0,0:1,10","px:0,0:1,11",next-y,1,
1020,NODE,add,"px:0,0:2,11",pixel,,,,0.05359477124183006,"12,12,17"
1021,EDGE,add,"nx:0,0:1,11",,"px:0,0:1,11","px:0,0:2,11",next-x,1,
1022,EDGE,add,"ny:0,0:2,10",,"px:0,0:2,10","px:0,0:2,11",next-y,1,
1023,NODE,add,"px:0,0:3,11",pixel,,,,0.05359477124183006,"12,12,17"
1024,EDGE,add,"nx:0,0:2,11",,"px:0,0:2,11","px:0,0:3,11",next-x,1,
1025,EDGE,add,"ny:0,0:3,10",,"px:0,0:3,10","px:0,0:3,11",next-y,1,
1026,NODE,add,"px:0,0:4,11",pixel,,,,0.05359477124183006,"12,12,17"
1027,EDGE,add,"nx:0,0:3,11",,"px:0,0:3,11","px:0,0:4,11",next-x,1,
1028,EDGE,add,"ny:0,0:4,10",,"px:0,0:4,10","px:0,0:4,11",next-y,1,
1029,NODE,add,"px:0,0:5,11",pixel,,,,0.05359477124183006,"12,12,17"
1030,EDGE,add,"nx:0,0:4,11",,"px:0,0:4,11","px:0,0:5,11",next-x,1,
1031,EDGE,add,"ny:0,0:5,10",,"px:0,0:5,10","px:0,0:5,11",next-y,1,
1032,NODE,add,"px:0,0:6,11",pixel,,,,0.05359477124183006,"12,12,17"
1033,EDGE,add,"nx:0,0:5,11",,"px:0,0:5,11","px:0,0:6,11",next-x,1,
1034,EDGE,add,"ny:0,0:6,10",,"px:0,0:6,10","px:0,0:6,11",next-y,1,
1035,NODE,add,"px:0,0:7,11",pixel,,,,0.05359477124183006,"12,12,17"
1036,EDGE,add,"nx:0,0:6,11",,"px:0,0:6,11","px:0,0:7,11",next-x,1,
1037,EDGE,add,"ny:0,0:7,10",,"px:0,0:7,10","px:0,0:7,11",next-y,1,
1038,NODE,add,"px:0,0:8,11",pixel,,,,0.09542483660130718,"13,31,29"
1039,EDGE,add,"nx:0,0:7,11",,"px:0,0:7,11","px:0,0:8,11",next-x,1,
1040,EDGE,add,"ny:0,0:8,10",,"px:0,0:8,10","px:0,0:8,11",next-y,1,
1041,NODE,add,"px:0,0:9,11",pixel,,,,0.06928104575163399,"13,19,21"
1042,EDGE,add,"nx:0,0:8,11",,"px:0,0:8,11","px:0,0:9,11",next-x,1,
1043,EDGE,add,"ny:0,0:9,10",,"px:0,0:9,10","px:0,0:9,11",next-y,1,
1044,NODE,add,"px:0,0:10,11",pixel,,,,0.14248366013071898,"33,37,39"
1045,EDGE,add,"nx:0,0:9,11",,"px:0,0:9,11","px:0,0:10,11",next-x,1,
1046,EDGE,add,"ny:0,0:10,10",,"px:0,0:10,10","px:0,0:10,11",next-y,1,
1047,NODE,add,"px:0,0:11,11",pixel,,,,0.17647058823529413,"45,45,45"
1048,EDGE,add,"nx:0,0:10,11",,"px:0,0:10,11","px:0,0:11,11",next-x,1,
1049,EDGE,add,"ny:0,0:11,10",,"px:0,0:11,10","px:0,0:11,11",next-y,1,
1050,NODE,add,"px:0,0:12,11",pixel,,,,0.9686274509803922,"247,247,247"
1051,EDGE,add,"nx:0,0:11,11",,"px:0,0:11,11","px:0,0:12,11",next-x,1,
1052,EDGE,add,"ny:0,0:12,10",,"px:0,0:12,10","px:0,0:12,11",next-y,1,
1053,NODE,add,"px:0,0:13,11",pixel,,,,0.06928104575163399,"13,19,21"
