t,type,op,id,kind,source,target,layer,weight,label
5348,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:3->memberOf->file:README.md#h4:runtime-execution/p:4:rest-x,,file:README.md#h4:runtime-execution/p:4/s:3->memberOf->file:README.md#h4:runtime-execution/p:4,file:README.md#h4:runtime-execution/p:4/s:3->memberOf->file:README.md#h4:runtime-execution/p:4:rest-x,rest-x,1,
5349,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:2->next->file:README.md#h4:runtime-execution/p:4/s:3,,file:README.md#h4:runtime-execution/p:4/s:2,file:README.md#h4:runtime-execution/p:4/s:3,next,1,
5350,NODE,add,file:README.md#h4:runtime-execution/p:4/s:2->next->file:README.md#h4:runtime-execution/p:4/s:3:rest-y,slot,,,,-28,-28
5351,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:2->next->file:README.md#h4:runtime-execution/p:4/s:3:rest-y,,file:README.md#h4:runtime-execution/p:4/s:2->next->file:README.md#h4:runtime-execution/p:4/s:3,file:README.md#h4:runtime-execution/p:4/s:2->next->file:README.md#h4:runtime-execution/p:4/s:3:rest-y,rest-y,1,
5352,NODE,add,file:README.md#h4:runtime-execution/p:4/s:4,sentence,,,,,The data flowing through edges isn't a replay of what happened somewhere else.
5353,NODE,add,file:README.md#h4:runtime-execution/p:4/s:4:pos:x,slot,,,,240,240
5354,NODE,add,file:README.md#h4:runtime-execution/p:4/s:4:pos:y,slot,,,,6076,6076
5355,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:4:pos:x,,file:README.md#h4:runtime-execution/p:4/s:4,file:README.md#h4:runtime-execution/p:4/s:4:pos:x,x,1,
5356,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:4:pos:y,,file:README.md#h4:runtime-execution/p:4/s:4,file:README.md#h4:runtime-execution/p:4/s:4:pos:y,y,1,
5357,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:4->memberOf->file:README.md#h4:runtime-execution/p:4,,file:README.md#h4:runtime-execution/p:4/s:4,file:README.md#h4:runtime-execution/p:4,memberOf,1,
5358,NODE,add,file:README.md#h4:runtime-execution/p:4/s:4->memberOf->file:README.md#h4:runtime-execution/p:4:rest-x,slot,,,,120,120
5359,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:4->memberOf->file:README.md#h4:runtime-execution/p:4:rest-x,,file:README.md#h4:runtime-execution/p:4/s:4->memberOf->file:README.md#h4:runtime-execution/p:4,file:README.md#h4:runtime-execution/p:4/s:4->memberOf->file:README.md#h4:runtime-execution/p:4:rest-x,rest-x,1,
5360,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:3->next->file:README.md#h4:runtime-execution/p:4/s:4,,file:README.md#h4:runtime-execution/p:4/s:3,file:README.md#h4:runtime-execution/p:4/s:4,next,1,
5361,NODE,add,file:README.md#h4:runtime-execution/p:4/s:3->next->file:README.md#h4:runtime-execution/p:4/s:4:rest-y,slot,,,,-28,-28
5362,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:3->next->file:README.md#h4:runtime-execution/p:4/s:4:rest-y,,file:README.md#h4:runtime-execution/p:4/s:3->next->file:README.md#h4:runtime-execution/p:4/s:4,file:README.md#h4:runtime-execution/p:4/s:3->next->file:README.md#h4:runtime-execution/p:4/s:4:rest-y,rest-y,1,
5363,NODE,add,file:README.md#h4:runtime-execution/p:4/s:5,sentence,,,,,"It's happening here, in the graph, right now."
5364,NODE,add,file:README.md#h4:runtime-execution/p:4/s:5:pos:x,slot,,,,240,240
5365,NODE,add,file:README.md#h4:runtime-execution/p:4/s:5:pos:y,slot,,,,6104,6104
5366,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:5:pos:x,,file:README.md#h4:runtime-execution/p:4/s:5,file:README.md#h4:runtime-execution/p:4/s:5:pos:x,x,1,
5367,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:5:pos:y,,file:README.md#h4:runtime-execution/p:4/s:5,file:README.md#h4:runtime-execution/p:4/s:5:pos:y,y,1,
5368,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:5->memberOf->file:README.md#h4:runtime-execution/p:4,,file:README.md#h4:runtime-execution/p:4/s:5,file:README.md#h4:runtime-execution/p:4,memberOf,1,
5369,NODE,add,file:README.md#h4:runtime-execution/p:4/s:5->memberOf->file:README.md#h4:runtime-execution/p:4:rest-x,slot,,,,120,120
5370,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:5->memberOf->file:README.md#h4:runtime-execution/p:4:rest-x,,file:README.md#h4:runtime-execution/p:4/s:5->memberOf->file:README.md#h4:runtime-execution/p:4,file:README.md#h4:runtime-execution/p:4/s:5->memberOf->file:README.md#h4:runtime-execution/p:4:rest-x,rest-x,1,
5371,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:4->next->file:README.md#h4:runtime-execution/p:4/s:5,,file:README.md#h4:runtime-execution/p:4/s:4,file:README.md#h4:runtime-execution/p:4/s:5,next,1,
5372,NODE,add,file:README.md#h4:runtime-execution/p:4/s:4->next->file:README.md#h4:runtime-execution/p:4/s:5:rest-y,slot,,,,-28,-28
5373,EDGE,add,file:README.md#h4:runtime-execution/p:4/s:4->next->file:README.md#h4:runtime-execution/p:4/s:5:rest-y,,file:README.md#h4:runtime-execution/p:4/s:4->next->file:README.md#h4:runtime-execution/p:4/s:5,file:README.md#h4:runtime-execution/p:4/s:4->next->file:README.md#h4:runtime-execution/p:4/s:5:rest-y,rest-y,1,
5374,NODE,add,file:README.md#h4:runtime-execution/p:5,paragraph,,,,,"This eliminates the instrumentation problem entirely. There's no ""how do we get…"
5375,NODE,add,file:README.md#h4:runtime-execution/p:5:pos:x,slot,,,,120,120
5376,NODE,add,file:README.md#h4:runtime-execution/p:5:pos:y,slot,,,,6132,6132
5377,EDGE,add,file:README.md#h4:runtime-execution/p:5:pos:x,,file:README.md#h4:runtime-execution/p:5,file:README.md#h4:runtime-execution/p:5:pos:x,x,1,
5378,EDGE,add,file:README.md#h4:runtime-execution/p:5:pos:y,,file:README.md#h4:runtime-execution/p:5,file:README.md#h4:runtime-execution/p:5:pos:y,y,1,
5379,EDGE,add,file:README.md#h4:runtime-execution/p:5->memberOf->file:README.md#h4:runtime-execution,,file:README.md#h4:runtime-execution/p:5,file:README.md#h4:runtime-execution,memberOf,2,
5380,NODE,add,file:README.md#h4:runtime-execution/p:5->memberOf->file:README.md#h4:runtime-execution:rest-x,slot,,,,120,120
5381,EDGE,add,file:README.md#h4:runtime-execution/p:5->memberOf->file:README.md#h4:runtime-execution:rest-x,,file:README.md#h4:runtime-execution/p:5->memberOf->file:README.md#h4:runtime-execution,file:README.md#h4:runtime-execution/p:5->memberOf->file:README.md#h4:runtime-execution:rest-x,rest-x,1,
5382,EDGE,add,file:README.md#h4:runtime-execution/p:4->next->file:README.md#h4:runtime-execution/p:5,,file:README.md#h4:runtime-execution/p:4,file:README.md#h4:runtime-execution/p:5,next,1,
5383,NODE,add,file:README.md#h4:runtime-execution/p:4->next->file:README.md#h4:runtime-execution/p:5:rest-y,slot,,,,-28,-28
5384,EDGE,add,file:README.md#h4:runtime-execution/p:4->next->file:README.md#h4:runtime-execution/p:5:rest-y,,file:README.md#h4:runtime-execution/p:4->next->file:README.md#h4:runtime-execution/p:5,file:README.md#h4:runtime-execution/p:4->next->file:README.md#h4:runtime-execution/p:5:rest-y,rest-y,1,
5385,NODE,add,file:README.md#h4:runtime-execution/p:5/s:1,sentence,,,,,This eliminates the instrumentation problem entirely.
5386,NODE,add,file:README.md#h4:runtime-execution/p:5/s:1:pos:x,slot,,,,240,240
5387,NODE,add,file:README.md#h4:runtime-execution/p:5/s:1:pos:y,slot,,,,6160,6160
5388,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:1:pos:x,,file:README.md#h4:runtime-execution/p:5/s:1,file:README.md#h4:runtime-execution/p:5/s:1:pos:x,x,1,
5389,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:1:pos:y,,file:README.md#h4:runtime-execution/p:5/s:1,file:README.md#h4:runtime-execution/p:5/s:1:pos:y,y,1,
5390,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:1->memberOf->file:README.md#h4:runtime-execution/p:5,,file:README.md#h4:runtime-execution/p:5/s:1,file:README.md#h4:runtime-execution/p:5,memberOf,1,
5391,NODE,add,file:README.md#h4:runtime-execution/p:5/s:1->memberOf->file:README.md#h4:runtime-execution/p:5:rest-x,slot,,,,120,120
5392,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:1->memberOf->file:README.md#h4:runtime-execution/p:5:rest-x,,file:README.md#h4:runtime-execution/p:5/s:1->memberOf->file:README.md#h4:runtime-execution/p:5,file:README.md#h4:runtime-execution/p:5/s:1->memberOf->file:README.md#h4:runtime-execution/p:5:rest-x,rest-x,1,
5393,NODE,add,file:README.md#h4:runtime-execution/p:5/s:2,sentence,,,,,"There's no ""how do we get traces into the graph"" because there's nowhere else f…"
5394,NODE,add,file:README.md#h4:runtime-execution/p:5/s:2:pos:x,slot,,,,240,240
5395,NODE,add,file:README.md#h4:runtime-execution/p:5/s:2:pos:y,slot,,,,6188,6188
5396,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:2:pos:x,,file:README.md#h4:runtime-execution/p:5/s:2,file:README.md#h4:runtime-execution/p:5/s:2:pos:x,x,1,
5397,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:2:pos:y,,file:README.md#h4:runtime-execution/p:5/s:2,file:README.md#h4:runtime-execution/p:5/s:2:pos:y,y,1,
5398,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:2->memberOf->file:README.md#h4:runtime-execution/p:5,,file:README.md#h4:runtime-execution/p:5/s:2,file:README.md#h4:runtime-execution/p:5,memberOf,1,
5399,NODE,add,file:README.md#h4:runtime-execution/p:5/s:2->memberOf->file:README.md#h4:runtime-execution/p:5:rest-x,slot,,,,120,120
5400,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:2->memberOf->file:README.md#h4:runtime-execution/p:5:rest-x,,file:README.md#h4:runtime-execution/p:5/s:2->memberOf->file:README.md#h4:runtime-execution/p:5,file:README.md#h4:runtime-execution/p:5/s:2->memberOf->file:README.md#h4:runtime-execution/p:5:rest-x,rest-x,1,
5401,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:1->next->file:README.md#h4:runtime-execution/p:5/s:2,,file:README.md#h4:runtime-execution/p:5/s:1,file:README.md#h4:runtime-execution/p:5/s:2,next,1,
5402,NODE,add,file:README.md#h4:runtime-execution/p:5/s:1->next->file:README.md#h4:runtime-execution/p:5/s:2:rest-y,slot,,,,-28,-28
5403,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:1->next->file:README.md#h4:runtime-execution/p:5/s:2:rest-y,,file:README.md#h4:runtime-execution/p:5/s:1->next->file:README.md#h4:runtime-execution/p:5/s:2,file:README.md#h4:runtime-execution/p:5/s:1->next->file:README.md#h4:runtime-execution/p:5/s:2:rest-y,rest-y,1,
5404,NODE,add,file:README.md#h4:runtime-execution/p:5/s:3,sentence,,,,,The graph is the runtime.
5405,NODE,add,file:README.md#h4:runtime-execution/p:5/s:3:pos:x,slot,,,,240,240
5406,NODE,add,file:README.md#h4:runtime-execution/p:5/s:3:pos:y,slot,,,,6216,6216
5407,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:3:pos:x,,file:README.md#h4:runtime-execution/p:5/s:3,file:README.md#h4:runtime-execution/p:5/s:3:pos:x,x,1,
5408,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:3:pos:y,,file:README.md#h4:runtime-execution/p:5/s:3,file:README.md#h4:runtime-execution/p:5/s:3:pos:y,y,1,
5409,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:3->memberOf->file:README.md#h4:runtime-execution/p:5,,file:README.md#h4:runtime-execution/p:5/s:3,file:README.md#h4:runtime-execution/p:5,memberOf,1,
5410,NODE,add,file:README.md#h4:runtime-execution/p:5/s:3->memberOf->file:README.md#h4:runtime-execution/p:5:rest-x,slot,,,,120,120
5411,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:3->memberOf->file:README.md#h4:runtime-execution/p:5:rest-x,,file:README.md#h4:runtime-execution/p:5/s:3->memberOf->file:README.md#h4:runtime-execution/p:5,file:README.md#h4:runtime-execution/p:5/s:3->memberOf->file:README.md#h4:runtime-execution/p:5:rest-x,rest-x,1,
5412,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:2->next->file:README.md#h4:runtime-execution/p:5/s:3,,file:README.md#h4:runtime-execution/p:5/s:2,file:README.md#h4:runtime-execution/p:5/s:3,next,1,
5413,NODE,add,file:README.md#h4:runtime-execution/p:5/s:2->next->file:README.md#h4:runtime-execution/p:5/s:3:rest-y,slot,,,,-28,-28
5414,EDGE,add,file:README.md#h4:runtime-execution/p:5/s:2->next->file:README.md#h4:runtime-execution/p:5/s:3:rest-y,,file:README.md#h4:runtime-execution/p:5/s:2->next->file:README.md#h4:runtime-execution/p:5/s:3,file:README.md#h4:runtime-execution/p:5/s:2->next->file:README.md#h4:runtime-execution/p:5/s:3:rest-y,rest-y,1,
5415,NODE,add,file:README.md#h4:runtime-execution/p:6,paragraph,,,,,What this actually looks like mechanically:
5416,NODE,add,file:README.md#h4:runtime-execution/p:6:pos:x,slot,,,,120,120
5417,NODE,add,file:README.md#h4:runtime-execution/p:6:pos:y,slot,,,,6244,6244
5418,EDGE,add,file:README.md#h4:runtime-execution/p:6:pos:x,,file:README.md#h4:runtime-execution/p:6,file:README.md#h4:runtime-execution/p:6:pos:x,x,1,
5419,EDGE,add,file:README.md#h4:runtime-execution/p:6:pos:y,,file:README.md#h4:runtime-execution/p:6,file:README.md#h4:runtime-execution/p:6:pos:y,y,1,
5420,EDGE,add,file:README.md#h4:runtime-execution/p:6->memberOf->file:README.md#h4:runtime-execution,,file:README.md#h4:runtime-execution/p:6,file:README.md#h4:runtime-execution,memberOf,2,
5421,NODE,add,file:README.md#h4:runtime-execution/p:6->memberOf->file:README.md#h4:runtime-execution:rest-x,slot,,,,120,120
5422,EDGE,add,file:README.md#h4:runtime-execution/p:6->memberOf->file:README.md#h4:runtime-execution:rest-x,,file:README.md#h4:runtime-execution/p:6->memberOf->file:README.md#h4:runtime-execution,file:README.md#h4:runtime-execution/p:6->memberOf->file:README.md#h4:runtime-execution:rest-x,rest-x,1,
5423,EDGE,add,file:README.md#h4:runtime-execution/p:5->next->file:README.md#h4:runtime-execution/p:6,,file:README.md#h4:runtime-execution/p:5,file:README.md#h4:runtime-execution/p:6,next,1,
5424,NODE,add,file:README.md#h4:runtime-execution/p:5->next->file:README.md#h4:runtime-execution/p:6:rest-y,slot,,,,-28,-28
5425,EDGE,add,file:README.md#h4:runtime-execution/p:5->next->file:README.md#h4:runtime-execution/p:6:rest-y,,file:README.md#h4:runtime-execution/p:5->next->file:README.md#h4:runtime-execution/p:6,file:README.md#h4:runtime-execution/p:5->next->file:README.md#h4:runtime-execution/p:6:rest-y,rest-y,1,
5426,NODE,add,file:README.md#h4:runtime-execution/p:6/s:1,sentence,,,,,What this actually looks like mechanically:
5427,NODE,add,file:README.md#h4:runtime-execution/p:6/s:1:pos:x,slot,,,,240,240
5428,NODE,add,file:README.md#h4:runtime-execution/p:6/s:1:pos:y,slot,,,,6272,6272
5429,EDGE,add,file:README.md#h4:runtime-execution/p:6/s:1:pos:x,,file:README.md#h4:runtime-execution/p:6/s:1,file:README.md#h4:runtime-execution/p:6/s:1:pos:x,x,1,
5430,EDGE,add,file:README.md#h4:runtime-execution/p:6/s:1:pos:y,,file:README.md#h4:runtime-execution/p:6/s:1,file:README.md#h4:runtime-execution/p:6/s:1:pos:y,y,1,
5431,EDGE,add,file:README.md#h4:runtime-execution/p:6/s:1->memberOf->file:README.md#h4:runtime-execution/p:6,,file:README.md#h4:runtime-execution/p:6/s:1,file:README.md#h4:runtime-execution/p:6,memberOf,1,
5432,NODE,add,file:README.md#h4:runtime-execution/p:6/s:1->memberOf->file:README.md#h4:runtime-execution/p:6:rest-x,slot,,,,120,120
5433,EDGE,add,file:README.md#h4:runtime-execution/p:6/s:1->memberOf->file:README.md#h4:runtime-execution/p:6:rest-x,,file:README.md#h4:runtime-execution/p:6/s:1->memberOf->file:README.md#h4:runtime-execution/p:6,file:README.md#h4:runtime-execution/p:6/s:1->memberOf->file:README.md#h4:runtime-execution/p:6:rest-x,rest-x,1,
5434,NODE,add,file:README.md#h4:runtime-execution/p:7,paragraph,,,,,"Each node holds its own callable. An edge isn't just ""A depends on B"" — it's a …"
5435,NODE,add,file:README.md#h4:runtime-execution/p:7:pos:x,slot,,,,120,120
5436,NODE,add,file:README.md#h4:runtime-execution/p:7:pos:y,slot,,,,6300,6300
5437,EDGE,add,file:README.md#h4:runtime-execution/p:7:pos:x,,file:README.md#h4:runtime-execution/p:7,file:README.md#h4:runtime-execution/p:7:pos:x,x,1,
5438,EDGE,add,file:README.md#h4:runtime-execution/p:7:pos:y,,file:README.md#h4:runtime-execution/p:7,file:README.md#h4:runtime-execution/p:7:pos:y,y,1,
5439,EDGE,add,file:README.md#h4:runtime-execution/p:7->memberOf->file:README.md#h4:runtime-execution,,file:README.md#h4:runtime-execution/p:7,file:README.md#h4:runtime-execution,memberOf,2,
5440,NODE,add,file:README.md#h4:runtime-execution/p:7->memberOf->file:README.md#h4:runtime-execution:rest-x,slot,,,,120,120
5441,EDGE,add,file:README.md#h4:runtime-execution/p:7->memberOf->file:README.md#h4:runtime-execution:rest-x,,file:README.md#h4:runtime-execution/p:7->memberOf->file:README.md#h4:runtime-execution,file:README.md#h4:runtime-execution/p:7->memberOf->file:README.md#h4:runtime-execution:rest-x,rest-x,1,
5442,EDGE,add,file:README.md#h4:runtime-execution/p:6->next->file:README.md#h4:runtime-execution/p:7,,file:README.md#h4:runtime-execution/p:6,file:README.md#h4:runtime-execution/p:7,next,1,
5443,NODE,add,file:README.md#h4:runtime-execution/p:6->next->file:README.md#h4:runtime-execution/p:7:rest-y,slot,,,,-28,-28
5444,EDGE,add,file:README.md#h4:runtime-execution/p:6->next->file:README.md#h4:runtime-execution/p:7:rest-y,,file:README.md#h4:runtime-execution/p:6->next->file:README.md#h4:runtime-execution/p:7,file:README.md#h4:runtime-execution/p:6->next->file:README.md#h4:runtime-execution/p:7:rest-y,rest-y,1,
5445,NODE,add,file:README.md#h4:runtime-execution/p:7/s:1,sentence,,,,,Each node holds its own callable.
5446,NODE,add,file:README.md#h4:runtime-execution/p:7/s:1:pos:x,slot,,,,240,240
5447,NODE,add,file:README.md#h4:runtime-execution/p:7/s:1:pos:y,slot,,,,6328,6328
5448,EDGE,add,file:README.md#h4:runtime-execution/p:7/s:1:pos:x,,file:README.md#h4:runtime-execution/p:7/s:1,file:README.md#h4:runtime-execution/p:7/s:1:pos:x,x,1,
5449,EDGE,add,file:README.md#h4:runtime-execution/p:7/s:1:pos:y,,file:README.md#h4:runtime-execution/p:7/s:1,file:README.md#h4:runtime-execution/p:7/s:1:pos:y,y,1,
5450,EDGE,add,file:README.md#h4:runtime-execution/p:7/s:1->memberOf->file:README.md#h4:runtime-execution/p:7,,file:README.md#h4:runtime-execution/p:7/s:1,file:README.md#h4:runtime-execution/p:7,memberOf,1,
5451,NODE,add,file:README.md#h4:runtime-execution/p:7/s:1->memberOf->file:README.md#h4:runtime-execution/p:7:rest-x,slot,,,,120,120
5452,EDGE,add,file:README.md#h4:runtime-execution/p:7/s:1->memberOf->file:README.md#h4:runtime-execution/p:7:rest-x,,file:README.md#h4:runtime-execution/p:7/s:1->memberOf->file:README.md#h4:runtime-execution/p:7,file:README.md#h4:runtime-execution/p:7/s:1->memberOf->file:README.md#h4:runtime-execution/p:7:rest-x,rest-x,1,
5453,NODE,add,file:README.md#h4:runtime-execution/p:7/s:2,sentence,,,,,"An edge isn't just ""A depends on B"" — it's a channel."
5454,NODE,add,file:README.md#h4:runtime-execution/p:7/s:2:pos:x,slot,,,,240,240
5455,NODE,add,file:README.md#h4:runtime-execution/p:7/s:2:pos:y,slot,,,,6356,6356
5456,EDGE,add,file:README.md#h4:runtime-execution/p:7/s:2:pos:x,,file:README.md#h4:runtime-execution/p:7/s:2,file:README.md#h4:runtime-execution/p:7/s:2:pos:x,x,1,
5457,EDGE,add,file:README.md#h4:runtime-execution/p:7/s:2:pos:y,,file:README.md#h4:runtime-execution/p:7/s:2,file:README.md#h4:runtime-execution/p:7/s:2:pos:y,y,1,
5458,EDGE,add,file:README.md#h4:runtime-execution/p:7/s:2->memberOf->file:README.md#h4:runtime-execution/p:7,,file:README.md#h4:runtime-execution/p:7/s:2,file:README.md#h4:runtime-execution/p:7,memberOf,1,
5459,NODE,add,file:README.md#h4:runtime-execution/p:7/s:2->memberOf->file:README.md#h4:runtime-execution/p:7:rest-x,slot,,,,120,120
5460,EDGE,add,file:README.md#h4:runtime-execution/p:7/s:2->memberOf->file:README.md#h4:runtime-execution/p:7:rest-x,,file:README.md#h4:runtime-execution/p:7/s:2->memberOf->file:README.md#h4:runtime-execution/p:7,file:README.md#h4:runtime-execution/p:7/s:2->memberOf->file:README.md#h4:runtime-execution/p:7:rest-x,rest-x,1,
5461,EDGE,add,file:README.md#h4:runtime-execution/p:7/s:1->next->file:README.md#h4:runtime-execution/p:7/s:2,,file:README.md#h4:runtime-execution/p:7/s:1,file:README.md#h4:runtime-execution/p:7/s:2,next,1,
5462,NODE,add,file:README.md#h4:runtime-execution/p:7/s:1->next->file:README.md#h4:runtime-execution/p:7/s:2:rest-y,slot,,,,-28,-28
